"","Trade.Name","City","Reviews","Number_of_Reviews"
"23216","ALLEVA DAIRY","NEW YORK",0,0
"23217","CHOE FARM OF NYC","REGO PARK",0,0
"23218","SWEET OLIVE","NEW YORK",0,0
"23219","HONG KONG SUPERMARKET","NEW YORK",0,0
"23220","SPEEDWAY #07792","SOUTHAMPTON",0,0
"23221","WAL-MART 2262","ONEONTA",0,0
"23222","FRUITS A PLENTY","BROOKLYN",0,0
"23223","CANARSIE ONE STOP MARKE","BROOKLYN",0,0
"23224","BEST MARKET","EAST MEADOW",0,0
"23225","KEY FOOD FRESH MARKET","NEW YORK",0,0
"23226","SUPER STAR DELI & TOBAC","BROOKLYN",0,0
"23227","BROAD ST SUPERMARKET","STATEN ISLAND",0,0
"23228","MOREL DELI GROCERY","RIDGEWOOD",0,0
"23229","7-ELEVEN #35092","ADDISON",0,0
"23230","JANYS MEAT MARKET","BROOKLYN",0,0
"23231","DOLLAR GENERAL # 19204","BRONX",0,0
"23232","MET FOOD","BRONX",0,0
"23233","NAHSHAL DELI&GROCERY","BROOKLYN",0,0
"23234","MEISTERDISH","NEW YORK",0,0
"23235","MILANO MARKET","NEW YORK",0,0
"23236","FOODSERVICE PARTNERS OF","BROOKLYN",0,0
"23237","EUROPA DELI","ROCHESTER",0,0
"23238","CALIFORNIA FRUIT 183","NEW YORK",0,0
"23239","OURIS MARKET","BROOKLYN",0,0
"23240","719 BROTHERS FAMOUS DEL","NEW YORK",0,0
"23241","FOOD MART","WEST BABYLON",0,0
"23242","2493 FOOD CENTER","BRONX",0,0
"23243","WHOLE FOODS MARKET","BROOKLYN",0,0
"23244","GOLDMANS GROCERY","MONTICELLO",0,0
"23245","EL MERCADITO FRUTAS Y M","BROOKLYN",0,0
"23246","RITE AID 10737","CICERO",0,0
"23247","C TOWN","BROOKLYN",0,0
"23248","FINE FARE SUPERMARKET","JAMAICA",0,0
"23249","VALLEY DELI&GROCERY","VALLEY STREAM",0,0
"23250","DUANE READE 14288","BRONX",0,0
"23251","XTRA MART 10149","LIVINGSTON",0,0
"23252","CROWN STAR DELI","BROOKLYN",0,0
"23253","MONTROSE SUNOCO","MONTROSE",0,0
"23254","PREMIUM DELI","BROOKLYN",0,0
"23255","APNA BAZAR CASH & CARRY","HICKSVILLE",0,0
"23256","FOODTOWN #521","YONKERS",0,0
"23257","7 ELEVEN STORE #34298B","NESCONSET",0,0
"23258","W SUNRISE 99 CENT MARKE","BROOKLYN",0,0
"23259","FINE FARE SUPERMARKET","BRONX",0,0
"23260","FASHION HOUSE & GROCERY","ROCHESTER",0,0
"23261","NEW MILLENNIUM GROCERY","BROOKLYN",0,0
"23262","MARKET FRESH","STATEN ISLAND",0,0
"23263","ALI 2023 DELI & GROCERY","NEW YORK",0,0
"23264","M N S MINI MART","ROCHESTER",0,0
"23265","MAALIS MARKET","ROCHESTER",0,0
"23266","79TH ST GOURMET AND DEL","BROOKLYN",0,0
"23267","FINE FARE","BRONX",0,0
"23268","ROCK HILL TRADING POST","ROCK HILL",0,0
"23269","ANANTA CONVENIENCE STOR","ASTORIA",0,0
"23270","URBAN PRODUCE","BROOKLYN",0,0
"23271","GALLON DELI GROCERY","BROOKLYN",0,0
"23272","BAGELRY THE","POTSDAM",0,0
"23273","99 CENTS STOP OF BROOKL","BROOKLYN",0,0
"23274","BP FOOD MART","NEW YORK",0,0
"23275","MARLBORO DELI & GRILL","BROOKLYN",0,0
"23276","SAUGERTIES SNACK SHOP","SAUGERTIES",0,0
"23277","TOM GOURMET","BROOKLYN",0,0
"23278","77 GOURMET DELI","OZONE PARK",0,0
"23279","CVS PHARMACY 01233","LARCHMONT",0,0
"23280","CUMBERLAND FARMS #1697","ALBANY",0,0
"23281","SYANA FISH MARKET","BRONX",0,0
"23282","ALAND GOURMET DELI","BRONX",0,0
"23283","KING DAVID BAKERY","FLUSHING",0,0
"23284","CENTRAL PARK ORGANIC DE","NEW YORK",0,0
"23285","JASPER JUNCTION","JASPER",0,0
"23286","JUBILEE MARKET","NEW YORK",0,0
"23287","EAST ELMHURST GROCERY","EAST ELMHURST",0,0
"23288","NEW LEXINGTON DELI GROC","NEW YORK",0,0
"23289","RIDGEWOOD PORK STORE","RIDGEWOOD",0,0
"23290","LOS MOROCHOS","BRONX",0,0
"23291","FAMILY DOLLAR 2312","CANTON",0,0
"23292","SY ORGANIC FARM","BROOKLYN",0,0
"23293","TAJUKEN DELI","BROOKLYN",0,0
"23294","FOOD MART","NEW WINDSOR",0,0
"23295","COLUMBIA DELI AND GRILL","NEW YORK",0,0
"23296","93 KATONAH FARMS","KATONAH",0,0
"23297","R&P SMOKE SHOP","JAMAICA",0,0
"23298","DOLLAR TREE  #1860","HUDSON",0,0
"23299","ROSA GROCERY","CORONA",0,0
"23300","PINE RIDGE PARK CAMPGRN","CONSTABLE",0,0
"23301","SANTIAGO GROCERY","BRONX",0,0
"23302","FINE FARE SUPERMARKET","BRONX",0,0
"23303","FINE FARE SUPERMARKET","BRONX",0,0
"23304","A RAZZANO IMPORTED FOOD","GLEN COVE",0,0
"23305","AMAZING TOP CHOICE 99","BROOKLYN",0,0
"23306","LUCKY DELI & SUB","SHIRLEY",0,0
"23307","FRENCH WORKSHOP ARTISAN","BAYSIDE",0,0
"23308","BG FRUIT MARKET","BRONX",0,0
"23309","ASHBURN DELI MEAT MARKE","YONKERS",0,0
"23310","SM FOOD","BROOKLYN",0,0
"23311","SPEEDWAY #07681","ROME",0,0
"23312","H&A DELI&GROCERIES","ROCHESTER",0,0
"23313","SUNOCO GAS STATION","GERMANTOWN",0,0
"23314","HOOK AND RAIL MEATS","STATEN ISLAND",0,0
"23315","PRINCE DELI BURGERS","BRONX",0,0
"23316","PRICE CHOPPER #235","COOPERSTOWN",0,0
"23317","BROAD ST SUPERMARKET","STATEN ISLAND",0,0
"23318","FOOD MART","NEW WINDSOR",0,0
"23319","GENESEE ONE STOP MART","ROCHESTER",0,0
"23320","STEWARTS SHOP 435","OGDENSBURG",0,0
"23321","CHERRY VALLEY MARKETPLA","BRONX",0,0
"23322","DR PLAZA","NEW YORK",0,0
"23323","JAYS ONE STOP","BINGHAMTON",0,0
"23324","ADJA KHADY FOOD DISTRIB","NEW YORK",0,0
"23325","PLAZA DELI NY","CORONA",0,0
"23326","HUNG KEE FOOD MARKET","NEW YORK",0,0
"23327","SAEED DELI GROCERY","NEW YORK",0,0
"23328","FOOD BAZAAR","BROOKLYN",0,0
"23329","JOWNY MARKET","NEW YORK",0,0
"23330","FELDERS SERVICE STATION","REDWOOD",0,0
"23331","BUFFALO ZIP'S MARKET","BUFFALO",0,0
"23332","KING GROCERY","NEW YORK",0,0
"23333","WIN FOR LIFE CNDY & GRO","JAMAICA",0,0
"23334","SUPERIOR MARKETS","BROOKLYN",0,0
"23335","PRATTSBURG MARKET PLACE","PRATTSBURG",0,0
"23336","OURIS MARKET","BROOKLYN",0,0
"23337","HANNAFORD #8236","WEST SAND LAKE",0,0
"23338","MNA DELI","FREEPORT",0,0
"23339","7-ELEVEN STORE 24538D","WESTBURY",0,0
"23340","SCHMIDTS CONFECTIONERY","WOODHAVEN",0,0
"23341","N A MINI MART","ROCHESTER",0,0
"23342","NEW BEST FRUIT MKT","BROOKLYN",0,0
"23343","SUGAR CREEK FOODS","PENN YAN",0,0
"23344","TASHFEEN CONVENIENCE","MOUNT VERNON",0,0
"23345","ESTATE OF AHMED MOHAMED","BUFFALO",0,0
"23346","MATAMOROS DELI","BROOKLYN",0,0
"23347","SAMIR IMPORTED FOODS","SYRACUSE",0,0
"23348","7-ELEVEN STORE 24538D","WESTBURY",0,0
"23349","MONTALBANOS ITAL FD SPE","STATEN ISLAND",0,0
"23350","SHAHS DELI","JACKSON HEIGHTS",0,0
"23351","VEREDA MEXICAN DELI","BRONX",0,0
"23352","NEVINS GOURMET DELI","BROOKLYN",0,0
"23353","UNION MARKET","BROOKLYN",0,0
"23354","139 GOURMET DELI","BRONX",0,0
"23355","KARLS MARKET INC","UTICA",0,0
"23356","PARK TERRACE DELI","NEW YORK",0,0
"23357","LEE GARDENS SUPERMARKET","BROOKLYN",0,0
"23358","SPARKLING SUPERMARKET","FLUSHING",0,0
"23359","KEY CONVENIENT MART","SYRACUSE",0,0
"23360","LUCKY GROCERY","BROOKLYN",0,0
"23361","JUAN FISH MARKET","BROOKLYN",0,0
"23362","LIQUOR AND CONVENIENT E","BUFFALO",0,0
"23363","BABA SHAH ENTERPRISES","MIDDLETOWN",0,0
"23364","CHAPMANS GENERAL STORE","MIDDLE GRANVILLE",0,0
"23365","8404 GROCERY & DELI","BROOKLYN",0,0
"23366","MIKE FAMILY DELI GROCER","BRONX",0,0
"23367","DOLLAR GENERAL #8207","BUFFALO",0,0
"23368","GRISTEDES 512","NEW YORK",0,0
"23369","WALGREENS #15097","BROOKLYN",0,0
"23370","EXPRESS MART #401/SPEED","SYRACUSE",0,0
"23371","JAMAICA GOURMET DELI 1","JAMAICA",0,0
"23372","C TOWN","NEW YORK",0,0
"23373","ARIEMMAS ITALIAN DELI","STATEN ISLAND",0,0
"23374","DAINOBU","NEW YORK",0,0
"23375","ANCHOR SUPERMARKET","HEMPSTEAD",0,0
"23376","MARIAS PASTA SHOPPE","UTICA",0,0
"23377","PICHARDO FOOD GROCERY","BROOKLYN",0,0
"23378","AL GOURMET DELICATESSEN","RICHMOND HILL",0,0
"23379","A MATTER OF HEALTH NYC","NEW YORK",0,0
"23380","CROWN HEIGHTS INTL PLZ","BROOKLYN",0,0
"23381","FAMILY DOLLAR #7351","FREEPORT",0,0
"23382","SATMAR MEATS&POULTRY","BROOKLYN",0,0
"23383","SCIO GROCERY","ROCHESTER",0,0
"23384","GETTY MART","KINGSTON",0,0
"23385","SPICE WORLD","RICHMOND HILL",0,0
"23386","BREAD DEPO","BROOKLYN",0,0
"23387","DELICIOUS DELI","NEW YORK",0,0
"23388","CYPRESS 138 DELI GROCER","BRONX",0,0
"23389","77 STAR DELI","BROOKLYN",0,0
"23390","CITGO FOOD MART","LIVINGSTON MANOR",0,0
"23391","POND STREET MARKET","SYRACUSE",0,0
"23392","FIESTAA GROCERY & DELI","UTICA",0,0
"23393","7 ELEVEN STORE #34549B","VALLEY STREAM",0,0
"23394","A & L MARKET PL","PEEKSKILL",0,0
"23395","C TOWN SUPERMARKET","BROOKLYN",0,0
"23396","MET FOODS","NEW YORK",0,0
"23397","PORT DELI&GROCERY","NEW YORK",0,0
"23398","DEAN DELI","BROOKLYN",0,0
"23399","KEY FOOD","BROOKLYN",0,0
"23400","JRS BAGELS&DELI","OAKLAND GARDENS",0,0
"23401","TEAM DOMINICAN DELI GRO","BRONX",0,0
"23402","ESA 1 DELI GROCERY","BROOKLYN",0,0
"23403","DOLLAR GENERAL #11107","MANCHESTER",0,0
"23404","FIESTAA GROCERY & DELI","UTICA",0,0
"23405","183 GOLD FISH MARKET","BRONX",0,0
"23406","GOURMET GLATT MARKET","BROOKLYN",0,0
"23407","KEHILLA BUTCHER STORE","BROOKLYN",0,0
"23408","NEW AGE MARKETS","FLUSHING",0,0
"23409","TAMBO DELI&GROCERY","BRONX",0,0
"23410","CAMBRIDGE VILLAGE MARKE","CAMBRIDGE",0,0
"23411","PRICE CHOPPER #029","POTSDAM",0,0
"23412","JJP DELI GROCERY","BRONX",0,0
"23413","99 CENTS","JACKSON HEIGHTS",0,0
"23414","INDIA HOUSE","ROCHESTER",0,0
"23415","ASSOCIATED SUPERMARKET","BRONX",0,0
"23416","UNITED DELI & GRILL","BROOKLYN",0,0
"23417","ROCKLAND MINI MART","SUFFERN",0,0
"23418","HUNG KEE FOOD MARKET","NEW YORK",0,0
"23419","LA TIENDITA DE DON LUIS","MASPETH",0,0
"23420","THIRD AVE DELI GOURMET","BRONX",0,0
"23421","CACERES MINI MKT & DELI","BROOKLYN",0,0
"23422","GOLD STAR","BUFFALO",0,0
"23423","DANDY MINI MART 10","CHEMUNG",0,0
"23424","LA FLOR DE SANTA INES","BROOKLYN",0,0
"23425","LA MICHOACANA","NEW ROCHELLE",0,0
"23426","METRO DELI","HEMPSTEAD",0,0
"23427","GOLD DELI GROCERY","BROOKLYN",0,0
"23428","TARGET 1296","MIDDLETOWN",0,0
"23429","BARCELONA DELI AND GROC","BROOKLYN",0,0
"23430","ST KIROLLOS","MT VERNON",0,0
"23431","CROSBYS","DELEVAN",0,0
"23432","FINE FARE SUPERMARKET","BRONX",0,0
"23433","MI BANDERA MINI MARKET","HAVERSTRAW",0,0
"23434","7-ELEVEN #35161H","BUFFALO",0,0
"23435","CASSVILLE FOOD&GAS","CASSVILLE",0,0
"23436","EBENEZER MINI MARKET","CORONA",0,0
"23437","5 BEEZ","BROOKLYN",0,0
"23438","MAHBEER CONVENIENCE","BROOKLYN",0,0
"23439","116TH STREET FOOD","NEW YORK",0,0
"23440","WALGREENS #10217","BRONX",0,0
"23441","ACE DELI","NEW YORK",0,0
"23442","EXPRESS MINI MARKET","BUFFALO",0,0
"23443","BOLLA MARKET @ SUNOCO","GARDEN CITY",0,0
"23444","SIME GROCERY","HEMPSTEAD",0,0
"23445","SATMAR MEATS&POULTRY","BROOKLYN",0,0
"23446","NEPPERHAN GROCERY & DEL","YONKERS",0,0
"23447","STEWARTS SHOP 291","ALBANY",0,0
"23448","FOOD UNIVERSE","BRONX",0,0
"23449","OBAAPA AFRICAN & CARIBE","BRONX",0,0
"23450","HENRY ST SUPERIOR DELI","NEW YORK",0,0
"23451","WEJA VU DELZ","SAINT ALBANS",0,0
"23452","PFLUMM PFOODS","REXVILLE",0,0
"23453","YOUR BARGAIN GROCER","UTICA",0,0
"23454","LAZARS CHOCOLATE","GREENVALE",0,0
"23455","DARU SALAM FOOD & MEAT","BRONX",0,0
"23456","2493 FOOD CENTER","BRONX",0,0
"23457","WESTERN BEEF 29","BRONX",0,0
"23458","D GERMAN DELI GROCERY","MASPETH",0,0
"23459","101 AVE DELI GROCERY 06","OZONE PARK",0,0
"23460","FRESH KIM","NEW YORK",0,0
"23461","J&Y SPRINFILED DELI MRT","SPRINGFIELD GARDEN",0,0
"23462","HALSEY SUPERMARKET DELI","BROOKLYN",0,0
"23463","FBN DELI","BUFFALO",0,0
"23464","JLR DELI GROCERY","BROOKLYN",0,0
"23465","RITE AID 04555","BRONX",0,0
"23466","WALGREENS #09992","ROCHESTER",0,0
"23467","T2","GARDEN CITY",0,0
"23468","PARSONS BLVD DELI & GRO","JAMAICA",0,0
"23469","ASSOCIATED","NEW YORK",0,0
"23470","CALIFORNIA DELI GROCERY","WOODSIDE",0,0
"23471","EL CHURCHI DELI & GROCE","BRONX",0,0
"23472","68TH ST GOURMET DELI","BROOKLYN",0,0
"23473","STEW LEONARDS","YONKERS",0,0
"23474","NEPPERHAN GROCERY & DEL","YONKERS",0,0
"23475","GLORY MARKET","BUFFALO",0,0
"23476","A&C SUPERMARKET","FLUSHING",0,0
"23477","KORNS BAKERY","BROOKLYN",0,0
"23478","SUNSET MINI MEAT MARKET","BROOKLYN",0,0
"23479","UNCLE JOHNNY GROCERY","NEW YORK",0,0
"23480","CM - 3480 NORTH RD","POUGHKEEPSIE",0,0
"23481","LAI LAI MINI MART & DIS","NEW YORK",0,0
"23482","WESTSIDE SUPERMARKET","NEW YORK",0,0
"23483","GOLD COAST TRADING CO","BRONX",0,0
"23484","JOON'S SEASIDE FISH","FAR ROCKAWAY",0,0
"23485","VARIEDADES RETANZO","RIVERHEAD",0,0
"23486","DARU SALAM FOOD & MEAT","BRONX",0,0
"23487","726 MEAT MARKET","BROOKLYN",0,0
"23488","HUDSON FOOD MART","ROCHESTER",0,0
"23489","CHUBBY HUBBY DELI","NEW YORK",0,0
"23490","GOODMAN SUPER DELI","ROCHESTER",0,0
"23491","BROOKLYN BEST DELI","BROOKLYN",0,0
"23492","LA PLACITA MEAT MARKET","SHIRLEY",0,0
"23493","ALI KINGS DELI GRCY","BRONX",0,0
"23494","SABOR CRIOLLO GROCERY","BRONX",0,0
"23495","1310 CARIBBEAN DELI","BROOKLYN",0,0
"23496","CLOVEBRANCH SUNOCO","HOPEWELL JUNCTION",0,0
"23497","53 BUFFALO DELI","BROOKLYN",0,0
"23498","1081 PIZZA & DELI","BRONX",0,0
"23499","V&S QUICKMART","TAPPAN",0,0
"23500","ASTORIA BLVD DELI GROCE","ASTORIA",0,0
"23501","B & D DELI","LONG BEACH",0,0
"23502","BROTHER MEAT & MARKET","BRONX",0,0
"23503","WEST FARM FISH","BRONX",0,0
"23504","406 DELI & GROCERY","STATEN ISLAND",0,0
"23505","URBAN PRODUCE","BROOKLYN",0,0
"23506","PATA MARKET","ELMHURST",0,0
"23507","MIRABITO STORE #116","NEWARK VALLEY",0,0
"23508","SATMAR MEATS DIVISION O","BROOKLYN",0,0
"23509","THE GOURMET GHEE COMPAN","LYNBROOK",0,0
"23510","SOUTH PLANK MART","NEWBURGH",0,0
"23511","ASSOCIATED SUPERMARKET","NEW YORK",0,0
"23512","OLD CITY FOOD","BROOKLYN",0,0
"23513","TOPS 403","ROCHESTER",0,0
"23514","FOOD EMPORIUM THE","NEW YORK",0,0
"23515","AZIZ EXPRESS DELI","BROOKLYN",0,0
"23516","TOPS 413","ONTARIO",0,0
"23517","A PLUS #40428H","LIVERPOOL",0,0
"23518","AMSTERDAM FIVE STARS GR","NEW YORK",0,0
"23519","GOURMET BOUTIQUE OF NY","BROOKLYN",0,0
"23520","JAMILS DELI MART","LACKAWANNA",0,0
"23521","AFRICAN MARKET CENTER","BUFFALO",0,0
"23522","FAMILY DOLLAR 5656","ALBANY",0,0
"23523","COMPARE SUPERMARKET","BRONX",0,0
"23524","G&K FOODS","NEW YORK",0,0
"23525","843 MASTER DELI & GROCE","BRONX",0,0
"23526","WEBSTER GOURMET DELI","BRONX",0,0
"23527","STOP & SHOP #2577","BALDWIN",0,0
"23528","PRINCE PIZZERIA AND GRO","ROCHESTER",0,0
"23529","KINGS DELI & GRILL","BROOKLYN",0,0
"23530","ROUTE 100 MARKET","SOMERS",0,0
"23531","DELIZROUS DELI","BROOKLYN",0,0
"23532","DARU SALAM","NEW YORK",0,0
"23533","PLACITA DE DIOS GROCERY","SUFFERN",0,0
"23534","ALDI #28","EVANS MILLS",0,0
"23535","XTRA MART 1417","OLD CHATHAM",0,0
"23536","THE NEW STAR","BROOKLYN",0,0
"23537","WESLEY KOSHER","MONSEY",0,0
"23538","UNCLE MIKE GOURMET DELI","BRONX",0,0
"23539","SIYOB BAZAR","BROOKLYN",0,0
"23540","URBAN NATURALVALLEY MKT","BROOKLYN",0,0
"23541","BEST GOURMET DELI & GRI","NEW YORK",0,0
"23542","T A G DELI AND GROCERY","BROOKLYN",0,0
"23543","FOREVER DEAL","BRONX",0,0
"23544","180 BUS STOP DELI","BRONX",0,0
"23545","PINO GROCERY","CORONA",0,0
"23546","LOCUST VALLEY TOBACCO","LOCUST VALLEY",0,0
"23547","FAMILY DOLLAR #31878","BUFFALO",0,0
"23548","KEY FOOD 1370","BROOKLYN",0,0
"23549","SINGH PETROLEUM TWO LLC","ROME",0,0
"23550","SK FRUIT MARKET","BRONX",0,0
"23551","KING KULLEN 26","BRIDGEHAMPTON",0,0
"23552","TOPS 418","ROCHESTER",0,0
"23553","749 HAPPY DELI GROCERY","BRONX",0,0
"23554","DIAMOND SUPERMARKET","SYRACUSE",0,0
"23555","FORTUNE DELI & GROCERY","ASTORIA",0,0
"23556","SOS KOSHER FISH MARKET","BROOKLYN",0,0
"23557","U T DELI","BROOKLYN",0,0
"23558","GREAT WALL SUPERMARKET","CORONA",0,0
"23559","KEY FOOD FRESH MARKET","BROOKLYN",0,0
"23560","BURKHOLDER BULK FOODS","STANLEY",0,0
"23561","BLUE STORE THE","PLATTSBURGH",0,0
"23562","SHOP LAND DISCOUNT","BRONX",0,0
"23563","DAYYAN MINI MART","BROOKLYN",0,0
"23564","VITALITY & HEALTH","ASTORIA",0,0
"23565","FAMILY MEAT MARKET","BRONX",0,0
"23566","NIRAMAN BEER AND SMOKE","SMITHTOWN",0,0
"23567","LA BODEGA DEL MEDIO","ELMHURST",0,0
"23568","BLUE STAR FOOD&PAPER","BROOKLYN",0,0
"23569","GIFTANCO ENTERPRISES","CORONA",0,0
"23570","BARCELONA DELI AND GROC","BROOKLYN",0,0
"23571","P NOI THAI THAI GROCERY","ELMHURST",0,0
"23572","NATUZZI BROS ICE","JAMAICA",0,0
"23573","COSTA SUR DELI","BROOKLYN",0,0
"23574","DOLLAR TREE #1402","ONEIDA",0,0
"23575","C W SEAFOOD & MEAT MARK","BROOKLYN",0,0
"23576","P & Z CONVENIENCE","BROOKLYN",0,0
"23577","FAMILY DOLLAR 3404","LYONS",0,0
"23578","LINDO AMANECER GROCERY","NEW YORK",0,0
"23579","EXXON TIGER MART","CALVERTON",0,0
"23580","YOEMY DELI GROCERY","BROOKLYN",0,0
"23581","FIESTA DELI & GRILL","CORONA",0,0
"23582","JEFF DELI GROCERY","CORONA",0,0
"23583","BLACK BUGGY BULK FOODS","CANANDAIGUA",0,0
"23584","GREENHOUSE DESHI SPRMKT","BROOKLYN",0,0
"23585","7 ELEVEN STORE #36025H","BROOKLYN",0,0
"23586","DIAMOND SUPERMARKET","SYRACUSE",0,0
"23587","JUSTIN MEAT","BRONX",0,0
"23588","C TOWN","NEW YORK",0,0
"23589","AYLIN GROCERY STORE","BRONX",0,0
"23590","SHAIBI GOURMET DELI","BRONX",0,0
"23591","BUFFALO ZIP'S MARKET","BUFFALO",0,0
"23592","7 ELEVEN STORE # 11462H","PEARL RIVER",0,0
"23593","SAN ATANACIO DELI-GROCE","BROOKLYN",0,0
"23594","SUPER FOODTOWN","BRONX",0,0
"23595","KEY FOOD 1504","WHITESTONE",0,0
"23596","POND STREET MARKET","SYRACUSE",0,0
"23597","LANSING MARKET","LANSING",0,0
"23598","KEY FOOD 1940","GLEN OAKS",0,0
"23599","DOLLAR TREE  #4274","BRONX",0,0
"23600","FERRY EXPRESS MART 4","BUFFALO",0,0
"23601","CONKLIN DELI & GROCERY","BINGHAMTON",0,0
"23602","USA MARKET","BINGHAMTON",0,0
"23603","TWO BROTHERS FISH","ELMONT",0,0
"23604","STOP 1 DELI","NEW YORK",0,0
"23605","TOPS CAFE #51","LANCASTER",0,0
"23606","CHANG LI SUPERMARKET","BRONX",0,0
"23607","OUR DAILY BREAD","CHATHAM",0,0
"23608","DELI AND TOBACCO","NEW YORK",0,0
"23609","DOLLAR EXPO","BRONX",0,0
"23610","SUSHI WITH GUSTO #522","ITHACA",0,0
"23611","KRAKUS","MASPETH",0,0
"23612","251 SUNSHINE DELI GROCE","BRONX",0,0
"23613","FAMILY DOLLAR #3819","BINGHAMTON",0,0
"23614","GOUMET DELI&GRILL","JAMAICA",0,0
"23615","FOOD FARM SUPERMARKET","ELMONT",0,0
"23616","HESS MART","CORTLANDT MANOR",0,0
"23617","NEW DHAKA GROCERY&HALAL","BROOKLYN",0,0
"23618","LOS VECINOS MINI MARKET","NEW YORK",0,0
"23619","PREZIOSO BROS BAKERY","BROOKLYN",0,0
"23620","MY MANDARIN","BROOKLYN",0,0
"23621","MECCA MARKET","STATEN ISLAND",0,0
"23622","KEY FOOD 1370","BROOKLYN",0,0
"23623","BANSHAN GARDEN","BROOKLYN",0,0
"23624","DEAN MINI MARKET","BROOKLYN",0,0
"23625","SPEEDWAY #07697","ONEONTA",0,0
"23626","170TH ST GROCERY DELI","BRONX",0,0
"23627","M&H #2 DELI & GROCERY","YONKERS",0,0
"23628","B BROTHERS GROCERY","BUFFALO",0,0
"23629","PEGHES DELI & GROCERY","BRONX",0,0
"23630","639 EXPRESS DELI FOOD","NEW YORK",0,0
"23631","LACKAWANNA TRADE MARKET","BUFFALO",0,0
"23632","LA PLACITA MEAT MARKET","SHIRLEY",0,0
"23633","CALIFORNIA FRUIT 183","NEW YORK",0,0
"23634","ARPITA DELI & GROCERY","NEW YORK",0,0
"23635","LACONIA DISCOUNT & GRIL","BRONX",0,0
"23636","TRADE FAIR 1","ASTORIA",0,0
"23637","NJB GOURMET FOOD","BROOKLYN",0,0
"23638","THE BROTHERS GOURMET DE","NEW YORK",0,0
"23639","SAVE RITE SUPERMARKET","LIBERTY",0,0
"23640","BESBAS DELI GROCERY","BRONX",0,0
"23641","ALL IN ONE MINI MKT","ROCHESTER",0,0
"23642","SAVE A LOT","JAMESTOWN",0,0
"23643","NEW BROTHERS GROCERY","BROOKLYN",0,0
"23644","WEGMANS 80","DEPEW",0,0
"23645","RIVER STORE","TROY",0,0
"23646","MAZS MART","BRONX",0,0
"23647","HARASH STOP & SHOP","JOHNSON CITY",0,0
"23648","DOLLAR TREE #06253","ALBANY",0,0
"23649","WASHBURNS GENERAL STORE","GOUVERNEUR",0,0
"23650","SHEIKH T DELI&GROCERY","TROY",0,0
"23651","CVS PHARMACY 02720","ROCKAWAY BEACH",0,0
"23652","HEAVENLY MARKET & CAFE","NEW YORK",0,0
"23653","IBB MINI MART","SYRACUSE",0,0
"23654","PALISADES FOOD MART","BLAUVELT",0,0
"23655","S&S VEGETABLE","BROOKLYN",0,0
"23656","CVS 01231","SCARSDALE",0,0
"23657","FORT GREENE FOOD MARKET","BROOKLYN",0,0
"23658","GRISTEDES 518","NEW YORK",0,0
"23659","CARVING BLOCK","CEDARHURST",0,0
"23660","SANZ KLAUSENBURG FLEISH","BROOKLYN",0,0
"23661","TRADE FAIR 5","ASTORIA",0,0
"23662","HIGH CLASS DELI","BROOKLYN",0,0
"23663","NATURAL MINI MARKET","BROOKLYN",0,0
"23664","INWOOD PARK GROCERY","NEW YORK",0,0
"23665","TASTE OF RUSSIA","BROOKLYN",0,0
"23666","BEER UNIVERSE","KINGSTON",0,0
"23667","TOWN GOURMET DELI","BROOKLYN",0,0
"23668","RHES FOOD MARKET","BROOKLYN",0,0
"23669","HONG LI MEAT MARKET","NEW YORK",0,0
"23670","KENKEY HUT","BRONX",0,0
"23671","SARATOGA APPLE","SCHUYLERVILLE",0,0
"23672","US SANDWICH","BROOKLYN",0,0
"23673","SYRENA GROCERY","MASPETH",0,0
"23674","NOT JUST BAGEL STORE","BROOKLYN",0,0
"23675","FAMILY DOLLAR 6115","ROCHESTER",0,0
"23676","99 CENTS","JACKSON HEIGHTS",0,0
"23677","SPEEDWAY #07859","KINGS PARK",0,0
"23678","SAMS SUPER SAVER","SYRACUSE",0,0
"23679","STEW LEONARDS","YONKERS",0,0
"23680","GREEK  BAKALIKO","BROOKLYN",0,0
"23681","BBC DELI GROCERY","BRONX",0,0
"23682","FAMILY MEAT MARKET","BRONX",0,0
"23683","UNCLE MIKE GOURMET DELI","BRONX",0,0
"23684","LILLS PLACE","ELMHURST",0,0
"23685","CITY LINE GROCERY","BRONX",0,0
"23686","DISCOUNT DAIRY FARM GRO","BROOKLYN",0,0
"23687","FIKRI DELI GROCERY","NEW YORK",0,0
"23688","LACKAWANNA TRADE MARKET","BUFFALO",0,0
"23689","GREENE GRAPE PROVISIONS","BROOKLYN",0,0
"23690","CT SEAFOOD MART","NEW YORK",0,0
"23691","SPICES & GROCERY","NEW YORK",0,0
"23692","ASSOCIATED SUPERMARKET","BRONX",0,0
"23693","FOOD BAZAAR","BROOKLYN",0,0
"23694","3484 BROADWAY MINI MKT","NEW YORK",0,0
"23695","NOW WE CHANGE DELI","BROOKLYN",0,0
"23696","SIMPLY SUSHI","NEW YORK",0,0
"23697","DOLLAR GENERAL #14692","PRATTSBURGH",0,0
"23698","Z AMAZING DEALS","BROOKLYN",0,0
"23699","COSTCO WHOLESALE 310","LAWRENCE",0,0
"23700","FOOD MART USA & BLIM","NANUET",0,0
"23701","GULF EXPRESS","ROCKAWAY PARK",0,0
"23702","WESTERN BEEF 35","BRONX",0,0
"23703","P & P GOURMET DELI","BRONX",0,0
